Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Total Square Feet (ft),Total Lot Square Feet (ft),Total Cost Per Square Feet ($),Total Lot Cost Per Square Feet ($)
852,1456,0,0,None,2,TwnhsE,TA,Gd,0,0,Unf,Unf,0,0,Gd,1273,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,400,2,TA,Fin,TA,Attchd,2003.0,1456,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3196,Inside,0,Reg,0,120,RL,40.0,BrkFace,N,0,5,Blmngtn,20,5,8,Y,0,N,CompShg,Gable,Normal,215000,WD,0,Pave,7,1273,AllPub,143,2003,2003,2006,1456,3196,147.66,67.27158948685857
853,918,728,0,None,4,1Fam,TA,No,364,0,Rec,Unf,0,0,TA,554,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,2,CBlock,2,Typ,240,1,TA,Unf,TA,Detchd,1941.0,1646,0,GasA,Gd,2.5Unf,1,TA,Lvl,Gtl,7128,Inside,53.0,Reg,0,75,RL,0.0,None,N,0,8,Crawfor,0,5,7,Y,0,N,CompShg,Gable,Normal,164000,WD,126,Pave,7,918,AllPub,0,1941,1950,2007,2010,7128,81.59,23.007856341189676
854,1445,0,0,None,3,1Fam,TA,Gd,564,0,Rec,Unf,0,0,TA,563,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,645,2,TA,RFn,TA,Attchd,1964.0,1445,1,GasA,TA,SLvl,1,TA,Lvl,Gtl,12095,Corner,0,IR1,0,80,RL,115.0,BrkFace,N,0,8,NAmes,0,6,6,Y,0,N,CompShg,Gable,Normal,158000,WD,0,Pave,7,1127,AllPub,180,1964,1964,2009,2009,12095,78.65,13.063249276560562
855,1779,0,0,None,3,1Fam,TA,Mn,306,1085,ALQ,Rec,1,0,TA,372,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,NO,Gd,1,CBlock,1,Typ,454,2,TA,Unf,TA,Attchd,1955.0,1779,1,GasA,TA,1Story,1,TA,Lvl,Gtl,17920,Inside,102.0,Reg,0,20,RL,0.0,None,N,0,7,Sawyer,418,4,5,Y,0,N,CompShg,Hip,Abnorml,170000,WD,312,Pave,6,1763,AllPub,0,1955,1974,2006,3170,17920,53.63,9.486607142857142
856,1040,0,0,None,3,1Fam,TA,No,659,0,ALQ,Unf,1,0,TA,381,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,NO,NO,0,CBlock,1,Typ,260,1,TA,Unf,TA,Detchd,1962.0,1040,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,6897,Corner,0,IR1,0,20,RL,0.0,None,N,0,4,Sawyer,104,8,5,Y,0,N,CompShg,Gable,Normal,127000,WD,0,Pave,6,1040,AllPub,0,1962,2010,2010,1699,6897,74.75,18.41380310279832
857,1026,0,0,None,3,1Fam,Gd,Gd,505,435,GLQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,34,TA,TA,Plywood,HdBoard,MnPrv,NO,0,CBlock,1,Typ,576,2,Fa,Unf,TA,Detchd,1981.0,1026,0,GasA,TA,SLvl,1,TA,Low,Mod,10970,Inside,0,IR1,0,80,RL,0.0,None,N,0,10,CollgCr,0,6,6,Y,0,N,CompShg,Gable,Normal,147000,WD,0,Pave,5,940,AllPub,0,1978,1978,2008,1966,10970,74.77,13.400182315405651
858,702,779,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,702,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,TA,1,PConc,2,Typ,343,2,TA,Fin,TA,Attchd,1994.0,1481,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,8125,Inside,65.0,Reg,0,60,RL,0.0,None,N,0,3,Gilbert,36,5,6,Y,0,N,CompShg,Gable,Normal,174000,WD,0,Pave,6,702,AllPub,0,1994,1995,2009,1481,8125,117.49,21.415384615384614
859,1370,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1090,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,479,2,TA,RFn,TA,Attchd,1976.0,1370,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10400,Inside,80.0,Reg,0,20,RL,189.0,BrkFace,N,0,6,NWAmes,0,5,7,Y,0,N,CompShg,Gable,Family,152000,WD,0,Pave,6,1090,AllPub,0,1976,1976,2009,1370,10400,110.95,14.615384615384615
860,1512,1142,0,None,4,1Fam,TA,Mn,619,0,BLQ,Unf,1,0,TA,435,Y,PosA,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,Gd,1,CBlock,2,Typ,619,2,TA,Unf,TA,Attchd,1968.0,2654,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,11029,Corner,0,IR1,0,60,RL,220.0,BrkFace,N,0,8,NWAmes,65,7,6,Y,0,N,CompShg,Gable,Normal,250000,WD,222,Pave,9,1054,AllPub,0,1968,1984,2006,3273,11029,76.38,22.667512920482366
861,912,514,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,912,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,Gd,1,BrkTil,1,Typ,216,1,TA,Unf,TA,Detchd,1925.0,1426,1,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,7642,Corner,55.0,Reg,0,50,RL,0.0,None,N,0,6,Crawfor,240,8,7,Y,0,N,CompShg,Gable,Normal,189950,WD,0,Pave,7,912,AllPub,0,1918,1998,2007,1426,7642,133.2,24.856058623397015
862,1039,0,0,None,3,2fmCon,TA,Mn,841,0,BLQ,Unf,1,0,TA,198,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,HdBoard,NO,NO,0,PConc,1,Typ,504,2,TA,Unf,TA,Attchd,1965.0,1039,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,11625,Inside,75.0,Reg,0,190,RL,0.0,None,N,0,4,Sawyer,0,4,5,Y,0,N,CompShg,Hip,Normal,131500,WD,0,Pave,6,1039,AllPub,0,1965,1965,2010,1880,11625,69.95,11.311827956989248
863,1097,0,0,None,3,1Fam,TA,No,338,0,GLQ,Unf,0,0,Gd,702,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdPrv,NO,0,PConc,2,Typ,480,2,TA,Unf,TA,Attchd,1986.0,1097,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9672,Corner,81.0,Reg,0,20,RL,0.0,None,N,0,5,SawyerW,0,5,6,Y,0,N,CompShg,Hip,Normal,152000,WD,0,Pave,6,1040,AllPub,0,1984,1985,2010,1435,9672,105.92,15.715467328370554
864,1148,0,0,None,3,1Fam,TA,No,1148,0,BLQ,Unf,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,GdPrv,NO,0,CBlock,1,Typ,672,1,TA,Unf,TA,Attchd,1959.0,1148,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7931,Inside,70.0,Reg,0,20,RL,0.0,None,N,0,7,NAmes,0,5,5,Y,0,N,CompShg,Hip,Normal,132500,WD,0,Pave,6,1148,AllPub,0,1959,1959,2009,2296,7931,57.71,16.70659437649729
865,1372,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Ex,1372,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,529,2,TA,Fin,TA,Attchd,2008.0,1372,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8640,Inside,72.0,Reg,0,20,FV,0.0,None,N,0,5,Somerst,140,5,7,Y,0,N,CompShg,Gable,Partial,250580,New,0,Pave,6,1372,AllPub,0,2007,2008,2008,1372,8640,182.64,29.002314814814813
866,1002,0,0,None,3,1Fam,TA,No,828,0,BLQ,Unf,1,0,TA,174,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,NO,0,CBlock,1,Typ,902,2,TA,Unf,TA,Detchd,1973.0,1002,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8750,Inside,0,IR1,0,20,RL,76.0,BrkFace,N,0,8,NAmes,0,6,5,Y,0,N,CompShg,Gable,Normal,148500,WD,0,Pave,5,1002,AllPub,0,1970,1970,2009,1830,8750,81.15,16.97142857142857
867,1646,0,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1638,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,870,3,TA,RFn,TA,Attchd,2007.0,1646,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,10656,Inside,67.0,IR1,0,20,RL,274.0,Stone,N,0,11,Timber,80,5,8,Y,0,N,CompShg,Gable,Partial,248900,New,0,Pave,6,1638,AllPub,192,2006,2007,2007,1646,10656,151.22,23.35773273273273
868,1120,0,0,None,3,1Fam,TA,No,932,0,ALQ,Unf,1,0,TA,108,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,CBlock,1,Typ,544,2,TA,RFn,TA,Attchd,1961.0,1120,1,GasA,TA,1Story,1,Fa,Lvl,Gtl,6970,Corner,85.0,Reg,0,20,RL,0.0,None,Shed,400,5,Sawyer,0,5,4,Y,0,N,CompShg,Gable,Normal,129000,WD,0,Pave,5,1040,AllPub,168,1961,1961,2007,2052,6970,62.87,18.507890961262554
869,1547,720,0,None,2,1Fam,N,N,0,0,N,N,0,0,N,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,TA,1,Slab,2,Typ,672,2,TA,Unf,TA,Attchd,1979.0,2320,0,GasA,Gd,2Story,1,TA,Lvl,Gtl,14762,Corner,0,IR2,53,60,RL,0.0,None,N,0,5,Gilbert,144,6,5,P,0,N,CompShg,Gable,Normal,169000,WD,0,Pave,7,0,AllPub,120,1948,1950,2006,2320,14762,72.84,11.448313236688795
870,1062,887,0,None,3,1Fam,TA,No,750,0,GLQ,Unf,1,0,Gd,300,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,GdPrv,TA,1,PConc,2,Typ,574,2,TA,Fin,TA,Attchd,1993.0,1949,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9938,Inside,80.0,Reg,0,60,RL,246.0,BrkFace,N,0,6,SawyerW,90,5,7,Y,0,N,CompShg,Gable,Normal,236000,WD,0,Pave,8,1050,AllPub,156,1993,1994,2010,2699,9938,87.44,23.74723284363051
871,894,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,894,N,PosN,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,308,1,TA,Unf,TA,Detchd,1962.0,894,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,6600,Inside,60.0,Reg,0,20,RL,0.0,None,N,0,8,NAmes,0,5,5,Y,0,N,CompShg,Hip,Normal,109500,WD,0,Pave,5,894,AllPub,0,1962,1962,2009,894,6600,122.48,16.59090909090909
872,804,878,0,None,3,1Fam,TA,No,505,0,GLQ,Unf,0,0,Gd,299,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,523,2,TA,RFn,TA,Attchd,1998.0,1682,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750,Inside,70.0,Reg,0,60,RL,116.0,BrkFace,N,0,6,CollgCr,77,5,6,Y,0,N,CompShg,Gable,Normal,200500,WD,0,Pave,7,804,AllPub,0,1998,1998,2010,2187,8750,91.68,22.914285714285715
873,910,0,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,TA,105,Y,Norm,Norm,SBrkr,150,TA,Gd,WdShing,Wd Shng,GdWo,NO,0,Stone,1,Typ,414,2,TA,Unf,TA,Attchd,1953.0,910,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,8892,Corner,74.0,Reg,0,20,RL,0.0,None,N,0,10,NAmes,0,7,5,Y,0,N,CompShg,Gable,Normal,116000,WD,0,Pave,5,105,AllPub,196,1953,1996,2008,910,8892,127.47,13.045434098065677
874,1036,0,0,None,3,1Fam,TA,No,375,0,Rec,Unf,0,0,TA,457,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NO,Gd,1,CBlock,1,Typ,288,1,TA,Unf,TA,Attchd,1949.0,1268,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,12144,Inside,60.0,Reg,232,40,RL,0.0,None,Othr,0,9,NAmes,28,7,5,Y,0,N,CompShg,Gable,Normal,133000,WD,0,Pave,6,832,AllPub,0,1949,1950,2009,1643,12144,80.95,10.951910408432148
875,676,455,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,676,Y,Artery,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,1,Typ,200,1,TA,Unf,TA,Detchd,1941.0,1131,1,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,5720,Inside,52.0,Reg,0,50,RM,0.0,None,N,0,8,OldTown,0,6,5,Y,0,N,CompShg,Gable,Abnorml,66500,WD,0,Pave,5,676,AllPub,26,1941,1950,2009,1131,5720,58.8,11.625874125874127
876,1184,1426,0,None,4,1Fam,TA,Av,64,0,GLQ,Unf,0,0,Gd,1120,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,NO,Gd,1,PConc,2,Typ,550,2,TA,Fin,TA,BuiltIn,2007.0,2610,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,None,N,0,8,Somerst,364,5,8,Y,0,N,CompShg,Gable,Partial,303477,New,0,Pave,11,1184,AllPub,208,2007,2007,2007,2674,9000,113.49,33.71966666666667
877,1040,0,0,None,3,1Fam,TA,Gd,633,0,ALQ,Unf,1,0,TA,431,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,NO,NO,0,PConc,1,Typ,648,2,TA,Unf,TA,Attchd,1963.0,1040,0,GasA,Gd,1Story,1,TA,HLS,Mod,25286,Inside,94.0,Reg,0,20,RL,0.0,None,N,0,1,Mitchel,0,5,4,Y,0,N,CompShg,Gable,Normal,132250,WD,0,Pave,5,1064,AllPub,0,1963,1963,2007,1673,25286,79.05,5.2301668907695955
878,1462,762,0,None,4,1Fam,TA,No,1170,0,GLQ,Unf,1,0,Ex,292,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,738,3,TA,Fin,TA,Attchd,2004.0,2224,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,8834,Inside,74.0,Reg,0,60,RL,216.0,Stone,N,0,6,NridgHt,0,5,9,Y,0,N,CompShg,Hip,Normal,350000,WD,0,Pave,10,1462,AllPub,184,2004,2005,2009,3394,8834,103.12,39.61965134706814
879,1155,0,0,None,3,1Fam,TA,Av,899,0,ALQ,Unf,1,0,TA,210,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NO,0,CBlock,1,Min2,576,2,TA,Unf,TA,Detchd,1987.0,1155,0,GasA,TA,SFoyer,1,Gd,Lvl,Gtl,11782,Inside,88.0,IR1,0,85,RL,0.0,None,Shed,400,6,Sawyer,0,7,5,Y,0,N,CompShg,Gable,Normal,148000,WD,0,Pave,6,1109,AllPub,192,1961,1995,2010,2054,11782,72.05,12.561534544219997
880,864,0,0,None,3,1Fam,TA,No,646,0,ALQ,Unf,1,0,TA,218,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,GdWo,NO,0,CBlock,1,Typ,336,1,TA,Unf,TA,Attchd,1978.0,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7000,CulDSac,0,IR1,0,20,RL,90.0,BrkFace,N,0,7,CollgCr,0,8,5,Y,0,N,CompShg,Gable,Normal,136500,WD,0,Pave,6,864,AllPub,0,1978,2005,2009,1510,7000,90.4,19.5
881,1090,0,0,None,2,1Fam,Gd,No,980,0,ALQ,Unf,1,0,Ex,110,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,1,Typ,450,2,TA,Fin,TA,Attchd,2005.0,1090,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,7024,Inside,60.0,Reg,0,20,RL,0.0,None,N,0,6,Edwards,49,5,5,Y,0,N,CompShg,Gable,Normal,157000,WD,0,Pave,5,1090,AllPub,0,2005,2006,2007,2070,7024,75.85,22.351936218678816
882,1187,530,0,None,3,1Fam,TA,Mn,902,0,LwQ,Unf,0,0,Gd,254,Y,Norm,Norm,SBrkr,0,Gd,Gd,HdBoard,HdBoard,NO,TA,1,CBlock,2,Typ,400,2,TA,RFn,TA,Attchd,1990.0,1717,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,13758,CulDSac,44.0,IR1,0,50,RL,117.0,BrkFace,N,0,4,Timber,36,5,7,Y,0,N,CompShg,Gable,Normal,187500,WD,0,Pave,7,1156,AllPub,168,1990,1991,2007,2619,13758,71.59,13.628434365460096
883,808,785,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,808,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,389,2,TA,RFn,TA,BuiltIn,1993.0,1593,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9636,Corner,0,IR1,0,60,RL,0.0,None,N,0,12,Gilbert,40,5,6,Y,0,N,CompShg,Gable,Normal,178000,WD,0,Pave,7,808,AllPub,342,1992,1993,2009,1593,9636,111.74,18.47239518472395
884,954,795,0,None,5,1Fam,Fa,No,0,0,Unf,Unf,1,0,TA,795,N,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,NO,NO,0,PConc,1,Typ,440,1,Gd,Unf,TA,Detchd,1997.0,2230,0,GasA,TA,2.5Fin,1,TA,Bnk,Gtl,6204,Inside,60.0,Reg,481,75,RL,0.0,None,N,0,3,SWISU,188,5,4,Y,0,N,CompShg,Gable,Normal,118500,WD,0,Pave,10,795,AllPub,0,1912,1950,2006,2230,6204,53.14,19.100580270793035
885,892,0,0,None,3,1Fam,TA,No,432,0,BLQ,Unf,0,0,TA,460,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,NO,0,CBlock,1,Typ,288,1,TA,RFn,TA,Attchd,1967.0,892,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7150,Inside,65.0,Reg,0,20,RL,60.0,BrkFace,N,0,7,NAmes,0,5,5,Y,0,N,CompShg,Gable,Normal,100000,WD,0,Pave,5,892,AllPub,0,1967,1967,2009,1324,7150,75.53,13.986013986013987
886,1709,0,0,None,2,TwnhsE,TA,Av,1238,0,GLQ,Unf,1,0,Ex,460,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NO,TA,1,PConc,2,Typ,506,2,TA,Fin,TA,Attchd,1999.0,1709,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5119,CulDSac,50.0,IR1,0,120,FV,60.0,BrkFace,N,0,1,Somerst,65,5,9,Y,0,N,CompShg,Gable,Abnorml,328900,CWD,0,Pave,5,1698,AllPub,97,1999,2000,2008,2947,5119,111.61,64.2508302402813
887,1712,0,0,None,4,Duplex,TA,No,528,0,LwQ,Unf,0,0,TA,1098,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NO,NO,0,CBlock,2,Typ,588,2,TA,Fin,TA,Attchd,2005.0,1712,0,GasA,Ex,1Story,2,TA,Lvl,Gtl,8393,Corner,70.0,Reg,0,90,RL,122.0,BrkFace,N,0,6,NAmes,54,5,5,Y,0,N,CompShg,Gable,Family,145000,WD,0,Pave,8,1626,AllPub,272,1959,2005,2006,2240,8393,64.73,17.276301679971404
888,872,521,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,816,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,NO,NO,0,PConc,1,Typ,300,1,TA,Unf,TA,Attchd,1955.0,1393,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,16466,Inside,59.0,IR1,0,50,RL,0.0,None,N,0,4,Edwards,0,7,5,Y,0,N,CompShg,Gable,Normal,135500,WD,265,Pave,8,816,AllPub,121,1955,1955,2008,1393,16466,97.27,8.229078100327948
889,2217,0,0,None,4,1Fam,Gd,Gd,351,823,ALQ,Rec,1,0,TA,1043,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,NO,TA,1,PConc,2,Typ,621,2,TA,Unf,TA,Attchd,1970.0,2217,0,GasA,Ex,1Story,1,Gd,Lvl,Mod,15865,Inside,95.0,IR1,0,20,RL,0.0,None,N,0,10,NAmes,207,6,8,Y,0,N,Tar&Grv,Flat,Normal,268000,WD,224,Pave,8,2217,AllPub,81,1970,1970,2007,3391,15865,79.03,16.89253072801765
890,1505,0,162,None,2,1Fam,TA,No,1024,0,BLQ,Unf,1,0,TA,481,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,TA,1,CBlock,1,Typ,505,2,TA,RFn,TA,Attchd,1953.0,1505,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,12160,Inside,128.0,Reg,0,20,RL,90.0,BrkFace,N,0,2,NAmes,0,4,6,Y,0,N,CompShg,Hip,Normal,149500,WD,0,Pave,6,1505,AllPub,0,1953,1953,2009,2529,12160,59.11,12.294407894736842
891,672,252,0,None,3,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,672,Y,Artery,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Po,1,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,2003.0,924,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8064,Corner,60.0,Reg,0,50,RL,0.0,None,Shed,2000,7,NAmes,0,7,5,Y,0,N,CompShg,Gable,Normal,122900,WD,0,Pave,6,672,AllPub,0,1949,2006,2007,924,8064,133.01,15.240575396825397
892,918,765,0,None,3,1Fam,TA,No,226,500,LwQ,Rec,0,0,TA,192,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,TA,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1978.0,1683,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11184,Inside,70.0,Reg,0,60,RL,92.0,BrkFace,N,0,7,Sawyer,0,5,6,Y,0,N,CompShg,Hip,Normal,172500,WD,0,Pave,7,918,AllPub,243,1978,1978,2009,2409,11184,71.61,15.42381974248927
893,1068,0,0,None,3,1Fam,TA,No,663,0,GLQ,Unf,0,1,TA,396,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NO,0,CBlock,1,Typ,264,1,TA,RFn,TA,Attchd,1963.0,1068,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8414,Inside,70.0,Reg,0,20,RL,0.0,None,N,0,2,Sawyer,0,8,6,Y,0,N,CompShg,Hip,Normal,154500,WD,0,Pave,6,1059,AllPub,192,1963,2003,2006,1731,8414,89.25,18.36225338721179
894,1383,0,0,None,3,1Fam,TA,Mn,1064,0,BLQ,Unf,1,0,Gd,319,Y,PosN,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,GdPrv,Gd,1,PConc,1,Typ,354,1,TA,Unf,TA,Attchd,1954.0,1383,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13284,Inside,0,Reg,0,20,RL,0.0,None,N,0,6,Sawyer,116,5,5,Y,0,N,CompShg,Gable,Normal,165000,WD,0,Pave,6,1383,AllPub,511,1954,1954,2008,2447,13284,67.43,12.420957542908763
895,1535,0,0,None,4,Duplex,N,N,0,0,N,N,0,0,N,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,NO,0,Slab,2,Typ,400,2,TA,Unf,TA,Attchd,1979.0,1535,0,GasA,TA,1Story,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,N,0,6,SawyerW,0,5,5,Y,0,N,CompShg,Gable,Alloca,118858,WD,0,Pave,8,0,AllPub,0,1979,1979,2009,1535,7018,77.43,16.936164149330292
896,983,813,0,None,4,1Fam,TA,No,400,0,BLQ,Unf,1,0,TA,380,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,TA,1,CBlock,1,Typ,483,2,TA,RFn,TA,Attchd,1963.0,1796,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7056,Inside,71.0,Reg,0,60,RL,415.0,BrkFace,N,0,10,NAmes,50,5,6,Y,0,N,CompShg,Hip,Normal,140000,WD,0,Pave,8,780,AllPub,0,1963,1963,2008,2196,7056,63.75,19.841269841269842
897,951,0,0,Grvl,2,1Fam,TA,No,285,0,ALQ,Unf,0,0,TA,666,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,BrkTil,1,Typ,327,1,TA,Unf,TA,Detchd,1936.0,951,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8765,Inside,50.0,Reg,0,30,RM,0.0,None,N,0,4,IDOTRR,28,6,4,Y,0,N,CompShg,Gable,Abnorml,106500,WD,0,Pave,6,951,AllPub,0,1936,1950,2006,1236,8765,86.17,12.150598973188819
898,1120,1120,0,None,6,Duplex,N,N,0,0,N,N,0,0,N,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,NO,0,Slab,2,Typ,528,2,TA,Unf,TA,Detchd,1979.0,2240,0,GasA,TA,2Story,2,TA,Lvl,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,N,0,6,SawyerW,0,5,5,Y,0,N,CompShg,Gable,Alloca,142953,WD,0,Pave,12,0,AllPub,154,1979,1979,2009,2240,7018,63.82,20.369478483898547
899,2364,0,0,None,2,1Fam,TA,Gd,2188,0,GLQ,Unf,1,0,Ex,142,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,NO,Gd,2,PConc,2,Typ,820,3,TA,Fin,TA,Attchd,2009.0,2364,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12919,Inside,100.0,IR1,0,20,RL,760.0,Stone,N,0,3,NridgHt,67,5,9,Y,0,N,CompShg,Hip,Partial,611657,New,0,Pave,11,2330,AllPub,0,2009,2010,2010,4552,12919,134.37,47.345537580308076
